ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _wp_page_template,Meta: _yoast_wpseo_title,Meta: _yoast_wpseo_metadesc
1,simple,LGD-001,Aurora Round Brilliant,1,1,visible,Beautiful 1.00 Carat D Color VVS1 Clarity Round Brilliant Lab Grown Diamond,"This exquisite round brilliant cut diamond features perfect symmetry and exceptional fire. Lab-grown to perfection, it offers an ethical and sustainable alternative to mined diamonds without compromising on quality or beauty.",,taxable,,1,1,0,1,,,,,1,,85000,95000,Loose Diamonds,Round,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/diamonds/round.png",,,,,,0,Shape,Round,1,1,Carat,1.00,1,1,Color,D,1,1,Clarity,VVS1,1,1,default,,
2,simple,LGD-002,Celestial Oval Cut,1,0,visible,Elegant 1.25 Carat E Color VS1 Clarity Oval Lab Grown Diamond,"The oval cut elongates the finger and offers brilliance similar to a round diamond. This 1.25 carat stone boasts a colorless E grade and very slight inclusions.",,taxable,,1,1,0,1,,,,,1,,120000,135000,Loose Diamonds,Oval,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/diamonds/oval.png",,,,,,0,Shape,Oval,1,1,Carat,1.25,1,1,Color,E,1,1,Clarity,VS1,1,1,default,,
3,simple,LGD-003,Dynasty Emerald Cut,1,1,visible,Sophisticated 1.50 Carat F Color VVS2 Clarity Emerald Lab Grown Diamond,"Step-cut facets create a hall-of-mirrors effect in this stunning emerald cut diamond. A classic choice for vintage-inspired engagement rings.",,taxable,,1,1,0,1,,,,,1,,145000,160000,Loose Diamonds,Emerald,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/diamonds/emerald.png",,,,,,0,Shape,Emerald,1,1,Carat,1.50,1,1,Color,F,1,1,Clarity,VVS2,1,1,default,,
4,simple,LGD-004,Radiant Princess Cut,1,0,visible,Modern 0.90 Carat G Color VS2 Clarity Princess Lab Grown Diamond,"A contemporary square shape with brilliant faceting. This princess cut diamond offers maximum sparkle in a modern silhouette.",,taxable,,1,1,0,1,,,,,1,,65000,75000,Loose Diamonds,Princess,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/diamonds/princess.png",,,,,,0,Shape,Princess,1,1,Carat,0.90,1,1,Color,G,1,1,Clarity,VS2,1,1,default,,
5,simple,LGD-005,Eternity Cushion Cut,1,1,visible,Romantic 2.00 Carat H Color SI1 Clarity Cushion Lab Grown Diamond,"Soft rounded corners and brilliant facets give this cushion cut diamond a romantic, vintage feel. Perfect for halo settings.",,taxable,,1,1,0,1,,,,,1,,180000,200000,Loose Diamonds,Cushion,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/diamonds/cushion.png",,,,,,0,Shape,Cushion,1,1,Carat,2.00,1,1,Color,H,1,1,Clarity,SI1,1,1,default,,
6,simple,LGD-006,Legacy Pear Shape,1,0,visible,Unique 1.10 Carat D Color VVS2 Clarity Pear Lab Grown Diamond,"Also known as a teardrop, this pear shape diamond is unique and elegant. D color ensures it is completely colorless.",,taxable,,1,1,0,1,,,,,1,,95000,110000,Loose Diamonds,Pear,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/diamonds/pear.png",,,,,,0,Shape,Pear,1,1,Carat,1.10,1,1,Color,D,1,1,Clarity,VVS2,1,1,default,,
7,simple,LGD-007,Solstice Round Solitaire,1,1,visible,Classic 1.00 Carat Round Solitaire Engagement Ring in 18k Gold,"The quintessential engagement ring. A brilliant 1.00 carat lab-grown round diamond set in a timeless 18k yellow gold band.",,taxable,,1,1,0,1,,,,,1,,105000,125000,Engagement Rings,Ring,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/categories/engagement-rings.png",,,,,,0,Metal,18k Gold,1,1,Stone Shape,Round,1,1,Style,Solitaire,1,1,,,,default,,
8,simple,LGD-008,Lumina Diamond Pendants,1,0,visible,Elegant 0.50 Carat Round Diamond Pendant Necklace,"A delicate single stone pendant featuring a 0.50 carat sparkling lab-grown diamond. The perfect gift for any occasion.",,taxable,,1,1,0,1,,,,,1,,45000,55000,Jewelry,Necklace,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/categories/jewelry.png",,,,,,0,Metal,White Gold,1,1,Carat,0.50,1,1,Type,Pendant,1,1,,,,default,,
9,simple,LGD-009,Custom Design Service,1,1,visible,Bespoke Custom Jewelry Design Deposit,"Start your custom journey. This deposit secures your consultation with our master jewelers to create a one-of-a-kind piece.",,taxable,,1,1,0,1,,,,,1,,5000,5000,Custom Design,Service,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/categories/custom-design.png",,,,,,0,Service Type,Custom Design,1,1,,,,,,,,,,,,,default,,
10,simple,LGD-010,Nova Stud Earrings,1,1,visible,Classic 1.00 ctw Round Diamond Stud Earrings,"Timeless diamond stud earrings totaling 1.00 carat weight. Set in secure 4-prong white gold baskets.",,taxable,,1,1,0,1,,,,,1,,75000,90000,Jewelry,Earrings,,"https://labgrowndiamondcvd.com/wp-content/themes/astra-child/assets/images/categories/jewelry.png",,,,,,0,Metal,White Gold,1,1,Carat Total,1.00,1,1,Type,Studs,1,1,,,,default,,
